Año 	Mes       	Fuente 	1   	2   	3   	4   	5   	6   	7   	8   	9   	10  	11  	12  	13  	14  	15  	16  	17  	18  	19  	20  	21  	22  	23  	24  	25  	26  	27  	28  	29  	30  	31  	Total
    	diciembre 	SENAMHI	6.2 	9.1 	3.9 	3.3 	6.3 	0.3 	0.0 	3.2 	8.4 	5.0 	7.5 	3.0 	5.8 	0.0 	6.3 	8.2 	0.0 	0.0 	3.6 	20.2	8.2 	9.1 	4.2 	5.1 	0.0 	0.0 	6.6 	8.8 	7.0 	4.6 	9.0 	162.9
1970	enero     	SENAMHI	9.1 	10.2	4.3 	0.0 	0.0 	5.5 	4.6 	8.6 	3.9 	0.0 	1.4 	0.3 	4.1 	6.0 	5.1 	3.0 	0.0 	0.0 	3.2 	0.0 	0.0 	6.2 	5.8 	7.2 	5.5 	0.0 	4.0 	4.2 	0.0 	0.3 	6.1 	108.6
    	febrero   	SENAMHI	9.0 	6.2 	7.1 	0.0 	3.5 	6.4 	0.0 	0.0 	0.0 	2.3 	0.0 	8.5 	7.4 	7.1 	0.3 	9.5 	5.8 	0.0 	0.0 	3.1 	0.0 	0.0 	6.2 	0.0 	0.0 	0.0 	0.0 	0.0 	    	    	    	82.4 
    	marzo     	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	10.4	6.7 	7.0 	5.1 	0.0 	4.0 	2.8 	6.7 	0.3 	1.9 	6.0 	0.5 	0.0 	9.9 	0.0 	0.0 	0.0 	3.2 	4.1 	0.0 	0.0 	0.0 	0.3 	3.1 	72.0 
    	abril     	SENAMHI	3.0 	0.0 	0.0 	0.0 	8.1 	9.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	4.0 	2.8 	0.0 	0.0 	0.6 	9.3 	0.0 	0.0 	0.0 	0.0 	0.0 	1.6 	2.0 	0.0 	0.0 	    	40.8 
    	mayo      	SENAMHI	0.3 	0.0 	1.6 	2.0 	0.0 	0.0 	0.0 	0.0 	4.2 	3.9 	0.4 	0.0 	2.8 	3.1 	0.0 	0.0 	5.1 	0.0 	5.3 	1.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	30.4 
    	junio     	SENAMHI	0.0 	0.0 	0.0 	0.0 	2.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.5 	0.0 	0.0 	0.0 	6.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	    	10.0 
    	julio     	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.5 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	4.5  
    	agosto    	SENAMHI	0.0 	0.0 	0.0 	0.0 	0.0 	3.2 	0.0 	0.0 	0.0 	0.0 	9.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	3.0 	0.0 	0.0 	9.8 	0.0 	5.5 	0.0 	0.0 	30.7 
    	septiembre	SENAMHI	0.0 	0.0 	4.9 	0.0 	0.0 	0.0 	0.0 	0.3 	1.5 	0.0 	9.1 	16.4	0.0 	0.0 	7.0 	13.1	3.8 	2.3 	3.0 	0.0 	12.2	0.0 	0.0 	12.0	2.9 	3.1 	2.1 	6.2 	0.2 	5.8 	    	105.9
